Snapshot_Date,Collation_Date,Unit_ID,Region,Section,Printed_Page,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Etymon_Candidates,Parameter_ID,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,t1:r5c5,paradigm,1.2 Consonants,6,č  ǧ,,Table 1: Inventory of Consonants | row label 'Affricate' | column label 'Postalveolar',skipped,"phoneme-inventory chart, not lexical citations",,,,,,,,,,"herin2012domari[p. 6, Table 1, Affricate, Postalveolar]",bc975997c857182edf2afabcd370754ca68309721fe9fa2f879c3a926f108118
2026-08-25,2026-08-25,t1:r6c1,paradigm,1.2 Consonants,6,(w),,Table 1: Inventory of Consonants | row label 'Approximant' | column label 'Bilabial',skipped,"phoneme-inventory chart, not lexical citations",,,,,,,,,,"herin2012domari[p. 6, Table 1, Approximant, Bilabial]",70af6994dfd36ad89815da0e6346520214a4b958f304e30dca46efc81ffc6015
2026-08-25,2026-08-25,t1:r6c2,paradigm,1.2 Consonants,6,ʋ,,Table 1: Inventory of Consonants | row label 'Approximant' | column label 'Labiodental',skipped,"phoneme-inventory chart, not lexical citations",,,,,,,,,,"herin2012domari[p. 6, Table 1, Approximant, Labiodental]",8e7d9eef661e48c07d2b0f92d37fe68ae78717aa50b136d935f858f933f83409
2026-08-25,2026-08-25,t1:r6c6,paradigm,1.2 Consonants,6,y,,Table 1: Inventory of Consonants | row label 'Approximant' | column label 'Palatal',skipped,"phoneme-inventory chart, not lexical citations",,,,,,,,,,"herin2012domari[p. 6, Table 1, Approximant, Palatal]",648849630e456cffcb92b45579dcb3e786fae2978ba0b9c42162412a74c122a2
2026-08-25,2026-08-25,t1:r7c4,paradigm,1.2 Consonants,6,r,,Table 1: Inventory of Consonants | row label 'Tap' | column label 'Alveolar',skipped,"phoneme-inventory chart, not lexical citations",,,,,,,,,,"herin2012domari[p. 6, Table 1, Tap, Alveolar]",5d03dd4fdbdc4ab81627a506a53c81209691cfb9ba6e5748ff99daffe6361f04
2026-08-25,2026-08-25,s1.2:q1,prose,1.2 Consonants,7,fəmmōme,I understand,"stematically only in the demonstrative hā . Although only marginally, /h/ may undergo elision in material borrowed from Arabic. fəmmōme “I understand” (< Arabic fham “understand”). Otherwi",ingested,,fəmmōme,I understand,dialect:as:aleppo:Aleppo,< Arabic fham “understand”,,,herin2012domari:s1.2:q1,,,"herin2012domari[p. 7, section 1.2]",29f32ff0bb359f16fa74b225d878495d2dde084e8fef122e2fadb449ae404f51
2026-08-25,2026-08-25,s1.2:q2,prose,1.2 Consonants,7,fham,understand,"rative hā . Although only marginally, /h/ may undergo elision in material borrowed from Arabic. fəmmōme “I understand” (< Arabic fham “understand”). Otherwise, / h / is normally mainta",skipped,"donor or etymon form cited in another language, not a Domari attestation",,,,,,,,,,"herin2012domari[p. 7, section 1.2]",3e531c5a2169bf301fae636890e309dd5df28289ff3d2dc9c2ac1f48b8f8519d
2026-08-25,2026-08-25,s1.2:q3,prose,1.2 Consonants,7,dahn ~ dāhín kar-,to paint,"“I understand” (< Arabic fham “understand”). Otherwise, / h / is normally maintained in Arabic and Kurdish items: dahn ~ dāhín kar- “to paint”, har “each”, hazz “still”.The phary",ingested,,dahn kar-; dāhín kar-,to paint,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo; verb conjunct-verb multiword-expression alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q3; herin2012domari:s1.2:q3:variant:2,,,"herin2012domari[p. 7, section 1.2]",df76702128fefa68e147a2f8d55d771a6ad96dd26e1c4efb10c8025781045984
2026-08-25,2026-08-25,s1.2:q4,prose,1.2 Consonants,7,har,each,"< Arabic fham “understand”). Otherwise, / h / is normally maintained in Arabic and Kurdish items: dahn ~ dāhín kar- “to paint”, har “each”, hazz “still”.The pharyngeals / ḥ /",ingested,,har,each,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q4,,,"herin2012domari[p. 7, section 1.2]",7dbf4165c706f9f2c394dfbca3c87ffe4f106543ef4aff539160fadfbe3e0415
2026-08-25,2026-08-25,s1.2:q5,prose,1.2 Consonants,7,hazz,still,"“understand”). Otherwise, / h / is normally maintained in Arabic and Kurdish items: dahn ~ dāhín kar- “to paint”, har “each”, hazz “still”.The pharyngeals / ḥ / and / ʿ / are",ingested,,hazz,still,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q5,,,"herin2012domari[p. 7, section 1.2]",9be792a3670032c09471c85872df15b13e342212b00fcc21a91e6a0558ebd480
2026-08-25,2026-08-25,s1.2:q6,prose,1.2 Consonants,7,ḥawt ~ ḥaft,seven,"“still”.The pharyngeals / ḥ / and / ʿ / are of course mainly found in items borrowed from Arabic, but also from Kurdish: ḥawt ~ ḥaft “seven”, ḥašt “eight”, moʿōri “ant”. Intere",ingested,,ḥawt; ḥaft,seven,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q6; herin2012domari:s1.2:q6:variant:2,,,"herin2012domari[p. 7, section 1.2]",73943bab945243235e53cf5694424344ef73aa6c8c8bd5e3afbe9c2c36e2a294
2026-08-25,2026-08-25,s1.2:q7,prose,1.2 Consonants,7,ḥašt,eight,"ryngeals / ḥ / and / ʿ / are of course mainly found in items borrowed from Arabic, but also from Kurdish: ḥawt ~ ḥaft “seven”, ḥašt “eight”, moʿōri “ant”. Interestingly, the pha",ingested,,ḥašt,eight,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q7,,,"herin2012domari[p. 7, section 1.2]",fbca73241a6919a0a4bfe146aed3ff26ffac9812d94637cc49f4cf13b8490796
2026-08-25,2026-08-25,s1.2:q8,prose,1.2 Consonants,7,moʿōri,ant,"nd / ʿ / are of course mainly found in items borrowed from Arabic, but also from Kurdish: ḥawt ~ ḥaft “seven”, ḥašt “eight”, moʿōri “ant”. Interestingly, the pharyngeal / ʿ /",ingested,,moʿōri,ant,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q8,,,"herin2012domari[p. 7, section 1.2]",9bb16f04c2a14d8875af54d7e71ffda5516a120c6cffa10eee2dc5224fda9581
2026-08-25,2026-08-25,s1.2:q9,prose,1.2 Consonants,7,ʿārḍ,earth,"Kurdish: ḥawt ~ ḥaft “seven”, ḥašt “eight”, moʿōri “ant”. Interestingly, the pharyngeal / ʿ / was also recorded in the word ʿārḍ “earth”. The word for “coffee” is borrowed from",ingested,,ʿārḍ,earth,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q9,,,"herin2012domari[p. 7, section 1.2]",17ebce232e33eea88a7ceda50df41613ea372c4e98e1aa5ae20459dffe49ac2f
2026-08-25,2026-08-25,s1.2:q10,prose,1.2 Consonants,7,,coffee,"“seven”, ḥašt “eight”, moʿōri “ant”. Interestingly, the pharyngeal / ʿ / was also recorded in the word ʿārḍ “earth”. The word for “coffee” is borrowed from Arabic but appears wit",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 7, section 1.2]",ba570aa418683331c5491b195a9d24e39cd987043e62e6fbc9bb53f392c06c5a
2026-08-25,2026-08-25,s1.2:q11,prose,1.2 Consonants,7,qaḥwa,coffee,ngeal / ʿ / was also recorded in the word ʿārḍ “earth”. The word for “coffee” is borrowed from Arabic but appears with / ḥ /: qaḥwa “coffee” (< Arabic qahwa ). The uvular / q /,ingested,,qaḥwa,coffee,dialect:as:aleppo:Aleppo,< Arabic qahwa,,,herin2012domari:s1.2:q11,,,"herin2012domari[p. 7, section 1.2]",0241ab60dcad62cc59b7cd3a33645c57d667fd4880fffd5c41bc77c7ef0c7289
2026-08-25,2026-08-25,s1.2:q12,prose,1.2 Consonants,7,qāpī́,door,"/: qaḥwa “coffee” (< Arabic qahwa ). The uvular / q / is common in loanwords from Arabic, Kurdish or (varieties of) Turkish ( qāpī́ “door”, qārčī́ “in front of”, qāšəq “spoon",ingested,,qāpī́,door,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q12,,,"herin2012domari[p. 7, section 1.2]",057d992381e2431720c54db7c26ff85aabac099c4ecc22c4019a71f846076134
2026-08-25,2026-08-25,s1.2:q13,prose,1.2 Consonants,7,qārčī́,in front of,"e” (< Arabic qahwa ). The uvular / q / is common in loanwords from Arabic, Kurdish or (varieties of) Turkish ( qāpī́ “door”, qārčī́ “in front of”, qāšəq “spoon”, qər “son”) and also",ingested,,qārčī́,in front of,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q13,,,"herin2012domari[p. 7, section 1.2]",26665808b48592967d2c3fb567fddd098788aae08fc567c2bad661e29895a93e
2026-08-25,2026-08-25,s1.2:q14,prose,1.2 Consonants,7,qāšəq,spoon,"The uvular / q / is common in loanwords from Arabic, Kurdish or (varieties of) Turkish ( qāpī́ “door”, qārčī́ “in front of”, qāšəq “spoon”, qər “son”) and also in the inherited",ingested,,qāšəq,spoon,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q14,,,"herin2012domari[p. 7, section 1.2]",de2f18bb7ff55ed7ed54502e69cc46bdf19e6d9e22a6662a9a33920c5101a58d
2026-08-25,2026-08-25,s1.2:q15,prose,1.2 Consonants,7,qər,son,"q / is common in loanwords from Arabic, Kurdish or (varieties of) Turkish ( qāpī́ “door”, qārčī́ “in front of”, qāšəq “spoon”, qər “son”) and also in the inherited lexicon ( q",ingested,,qər,son,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q15,,,"herin2012domari[p. 7, section 1.2]",1c2d31ab80141628432ead4d401495e8f0ef0ca3cceff035c6fbc53ba3b3d04d
2026-08-25,2026-08-25,s1.2:q16,prose,1.2 Consonants,7,qālã́,black,"(varieties of) Turkish ( qāpī́ “door”, qārčī́ “in front of”, qāšəq “spoon”, qər “son”) and also in the inherited lexicon ( qālã́ “black”, qāyī́š “food”). The uvular / q / w",ingested,,qālã́,black,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q16,,,"herin2012domari[p. 7, section 1.2]",737c955e94e539623ac76b791010b387410ab67e8a2575fd4b445bbf72239e8c
2026-08-25,2026-08-25,s1.2:q17,prose,1.2 Consonants,7,qāyī́š,food,"rkish ( qāpī́ “door”, qārčī́ “in front of”, qāšəq “spoon”, qər “son”) and also in the inherited lexicon ( qālã́ “black”, qāyī́š “food”). The uvular / q / was also recorded",ingested,,qāyī́š,food,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q17,,,"herin2012domari[p. 7, section 1.2]",7707c0b4df698eb03644716792529ba8871b251310b0ce8c8dd2296f75f1c9f1
2026-08-25,2026-08-25,s1.2:q18,prose,1.2 Consonants,7,waxti,when,"qər “son”) and also in the inherited lexicon ( qālã́ “black”, qāyī́š “food”). The uvular / q / was also recorded as [x] in waxti “when”, probably from Kurdish (initially from",ingested,,waxti,when,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q18,,,"herin2012domari[p. 7, section 1.2]",85c9f46aacecbf3a03301589186545797d59809af7cb2c7fb456298b66488615
2026-08-25,2026-08-25,s1.2:q19,prose,1.2 Consonants,7,waqt,time,"lack”, qāyī́š “food”). The uvular / q / was also recorded as [x] in waxti “when”, probably from Kurdish (initially from Arabic waqt “time”). This conjunction however was not reco",skipped,"donor or etymon form cited in another language, not a Domari attestation",,,,,,,,,,"herin2012domari[p. 7, section 1.2]",c958426ca27586e92d05bf14dbf49fad2a3748366c3b911a4ced704e9cf57dcf
2026-08-25,2026-08-25,s1.2:q20,prose,1.2 Consonants,7,taxt,bed,"however was not recognised by all the informants. The voiceless velar /x/ is very common and appears in all layers of the language: taxt “bed” (< colloquial Arabic taxt , originall",ingested,,taxt,bed,dialect:as:aleppo:Aleppo,"< colloquial Arabic taxt, originally a loan from Persian",,,herin2012domari:s1.2:q20,,,"herin2012domari[p. 7, section 1.2]",cff68f4055b793b9bdaf632e8e3d5f9ff801a6003d6b5c65f0e46ff7ce08a126
2026-08-25,2026-08-25,s1.2:q21,prose,1.2 Consonants,7,xašt,hand,"s very common and appears in all layers of the language: taxt “bed” (< colloquial Arabic taxt , originally a loan from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar",ingested,,xašt,hand,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q21,,,"herin2012domari[p. 7, section 1.2]",e66dcf4a60e19f287d1909a5ac3d8fc75be2f470a49bad275c2d34f098a0d31d
2026-08-25,2026-08-25,s1.2:q22,prose,1.2 Consonants,7,xāzə́me,I laugh,"appears in all layers of the language: taxt “bed” (< colloquial Arabic taxt , originally a loan from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainl",ingested,,xāzə́me,I laugh,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q22,,,"herin2012domari[p. 7, section 1.2]",a83f803ef239793115f9d14c9b7e39a0d2d184aa7b6ff52a02837fcdef6cd0ab
2026-08-25,2026-08-25,s1.2:q23,prose,1.2 Consonants,7,ġabre,dust,"iginally a loan from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was",ingested,,ġabre,dust,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q23,,,"herin2012domari[p. 7, section 1.2]",fac7221ad5db64f6f1b146452f50fb38158506039ee2b78d0d8fe69a2e196ed0
2026-08-25,2026-08-25,s1.2:q24,prose,1.2 Consonants,7,ġalaṭ,wrong,"from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in",ingested,,ġalaṭ,wrong,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q24,,,"herin2012domari[p. 7, section 1.2]",b0822a08a73143cf86552e2c54d113595e8634ea481a9f4fbf6982148b49fe96
2026-08-25,2026-08-25,s1.2:q25,prose,1.2 Consonants,7,ġēr,other,"xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in čāġã “child”",ingested,,ġēr,other,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q25,,,"herin2012domari[p. 7, section 1.2]",63d5a9e4ff22befc955145ccc8ef0349b8e3ed8c0cf709abfa51889bde9b2956
2026-08-25,2026-08-25,s1.2:q26,prose,1.2 Consonants,7,čāġã,child,"voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in čāġã “child”, probably borrowed from Kurdish. In rap",ingested,,čāġã,child,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q26,,,"herin2012domari[p. 7, section 1.2]",f6ac5aa3cdfe0c8f680d907beaf6e4761d52415138be1ab0991e20dfd00590e4
2026-08-25,2026-08-25,s1.2:q27,prose,1.2 Consonants,7,mə-ġaztī́,donʾt laugh!,"was also recorded in čāġã “child”, probably borrowed from Kurdish. In rapid speech, voiceless consonants may undergo voicing: mə-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced post",ingested,,mə-ġaztī́,don’t laugh!,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q27,,,"herin2012domari[p. 7, section 1.2]",128e7e2f6e1ffd4f3f1eef4dad34f92c3d90330588bb3855c222d9e16c91d4b0
2026-08-25,2026-08-25,s1.2:q28,prose,1.2 Consonants,7,xaz-,to laugh,"“child”, probably borrowed from Kurdish. In rapid speech, voiceless consonants may undergo voicing: mə-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is ma",ingested,,xaz-,to laugh,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q28,,,"herin2012domari[p. 7, section 1.2]",5ac50ee3addb8a4be2275965b80d00bd7a91f36c6a7e95eedcdce4f9a1e8dd34
2026-08-25,2026-08-25,s1.2:q29,prose,1.2 Consonants,7,ǧāftã́,groom,"go voicing: mə-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It",ingested,,ǧāftã́,groom,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q29,,,"herin2012domari[p. 7, section 1.2]",ed3510caab418ce9f09269c490c4972d89064456aa194f4b05c49061e885728e
2026-08-25,2026-08-25,s1.2:q30,prose,1.2 Consonants,7,áǧã,today,"-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It may alternate w",ingested,,áǧã,today,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q30,,,"herin2012domari[p. 7, section 1.2]",8a94ee9779accb0465c067ff8baf00f4a2647aac66130eb9c10db5b794ee4d94
2026-08-25,2026-08-25,s1.2:q31,prose,1.2 Consonants,7,ǧānə́me,I know,"gh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It may alternate with the fricative re",ingested,,ǧānə́me,I know,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q31,,,"herin2012domari[p. 7, section 1.2]",dae5c552a3d8d7e6d9c351dc0220c613aaeb28a8a00b3329654133661220fd37
2026-08-25,2026-08-25,s1.2:q32,prose,1.2 Consonants,7,xəǧã ~ xəžã,yesterday,"e: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It may alternate with the fricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “t",ingested,,xəǧã; xəžã,yesterday,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q32; herin2012domari:s1.2:q32:variant:2,,,"herin2012domari[p. 7, section 1.2]",6af35dafeee9e8cf6810e3c3a15cbc4867f0e438468202bb68238f867677db01
2026-08-25,2026-08-25,s1.2:q33,prose,1.2 Consonants,7,ǧu ~ žu,go!,"ǧã “today”, ǧānə́me “I know”. It may alternate with the fricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. Th",ingested,,ǧu; žu,go!,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q33; herin2012domari:s1.2:q33:variant:2,,,"herin2012domari[p. 7, section 1.2]",40acced080850fa72f0054c933f510eabb214d9bee6605931b54a62860381252
2026-08-25,2026-08-25,s1.2:q34,prose,1.2 Consonants,7,laǧi ~ laži kar-,to be ashamed,"know”. It may alternate with the fricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commonly in",ingested,,laǧi kar-; laži kar-,to be ashamed,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo; verb conjunct-verb multiword-expression alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q34; herin2012domari:s1.2:q34:variant:2,,,"herin2012domari[p. 7, section 1.2]",40ce98d711af44cd98ab8e3c866a68bba0c4d4314ca8f491140ed1d66987ade7
2026-08-25,2026-08-25,s1.2:q35,prose,1.2 Consonants,7,sižn,prison,"“yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commonly in items borrowed from Arabic: sižn “prison”, miḥtāž=ištōme “I need”. This, surpri",ingested,,sižn,prison,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q35,,,"herin2012domari[p. 7, section 1.2]",372483b0fdc0e838010da6107fdd4b0d17dec1c893250beb807f8f59b714eecd
2026-08-25,2026-08-25,s1.2:q36,prose,1.2 Consonants,7,miḥtāž=ištōme,I need,"!”, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commonly in items borrowed from Arabic: sižn “prison”, miḥtāž=ištōme “I need”. This, surprisingly, cannot be attribut",ingested,,miḥtāž=ištōme,I need,dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q36,,,"herin2012domari[p. 7, section 1.2]",864540ca44613bbd2894d3d467f6af8a110aeb199c465c3b9acbaca123456d61
2026-08-25,2026-08-25,s1.2:q37,prose,1.2 Consonants,7,lāftʸī ~ lāfčī ~ lāftī,girl,"recorded. In some cases, [ č ], [ tʸ ] and [ t ] seem to be in free variation, as in the following variants: lāftʸī ~ lāfčī ~ lāftī “girl”. Such a variation is also common in the",ingested,,lāftʸī; lāfčī; lāftī,girl,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q37; herin2012domari:s1.2:q37:variant:2; herin2012domari:s1.2:q37:variant:3,,,"herin2012domari[p. 7, section 1.2]",b4a196da82bf2c87565fa2039e0338cc8d453315ae42ce2d01dad1b5d5c75b2b
2026-08-25,2026-08-25,s1.2:q38,prose,1.2 Consonants,7,pārčəm ~ pārtʸəm,(that) I come back,"ollowing variants: lāftʸī ~ lāfčī ~ lāftī “girl”. Such a variation is also common in the subjunctive extension -č- : pārčəm ~ pārtʸəm “(that) I come back”, kā (h)ōčəm ~ kā (h)ōtʸəm “I will be(",ingested,,pārčəm; pārtʸəm,(that) I come back,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s1.2:q38; herin2012domari:s1.2:q38:variant:2,,,"herin2012domari[p. 7, section 1.2]",0c27796a926a91342d8264f846ba01607a0fd7c08f60e493ee7e608f03c9ee08
